11|Customer#000000011|BCP1yzB0x4|23|33-464-151-3439|-272.60|BUILDING|Cz5jN60z507m2zLyAMxmBzOkP2AN7M07w16knS 2LLkwnz73hSgzL1j4kmQN00 Rnxi0Ri14yjNiO 302Ow6glQAOzlx1y|
12|Customer#000000012|l52BNB2QxNxCiAyLjMkCmx76l6Ni67mmLjjS|13|23-791-276-1263|3396.49|HOUSEHOLD|32nM1CjC4yOBBjS5OxgNP6y0wCgyPgRi56AAAA5|
13|Customer#000000013|wM1A1C75Qi6Ljx2N6C|3|13-761-547-5974|3857.34|BUILDING|xgi2R6OPmwwwALyMM7SiQi7MywA1O7MPOAwRSk12MRSA337L4wlLSyg O1536znzO5wRP1w1|
14|Customer#000000014|l2AjL Q3jizLz4L1 n2y lyBPx62L1PkOS 3 |1|11-845-129-3851|5266.30|FURNITURE|2QO6MN6my4235j4kMww7Rn yLk00zj0mm ywi3lgg0B2Q75yShl7wm6xy5xgSzS3Nmx2 2w76wk jij|
15|Customer#000000015|Cg633Bxixy QCwkzhQ|23|33-687-542-7601|2788.52|HOUSEHOLD|k2OjlNSOPiN00L307Lw03klCMiS065PjBAB7hkC06QyhBLSSN150z7nkNQhPRRhhiM15R5zz53QiBB0RkxMAB3hM ymBnj77kA753z|
16|Customer#000000016|O5BjL1POCmhz|10|20-781-609-3107|4681.03|FURNITURE|zPyw6gnNg42i1O1Bg7zmg3BPPQS321gR kil|
17|Customer#000000017|yR5R3j  jyNRlwB22L CnzL7Nw5j|2|12-970-682-3487|6.34|AUTOMOBILE|kOg5SBzQkwBn2ihC 0 764wzB0lOMx0Q6ml34S7BCPizOO5k MM6RnClQ0SS6iCk0hAlgi6Nx0xNS7w6hywOlN1hOyQQxPMlxPnNzNhx5miAOROR7|
18|Customer#000000018|0gNjw7PM651mC3SRSh|6|16-155-215-1315|5494.43|BUILDING|6n70P3gM1zPg xRnMAixi0M2C11OzP|
19|Customer#000000019|RO0hSzwBgy1PS1zCPkl6lMlL2BQxA O2h6k 5|18|28-396-526-5053|8914.71|HOUSEHOLD|P 3khlM7 SglL2gwCwLh3RjNNSN5B76j6MPCNN52A2iRPzz7hP xw4k|
20|Customer#000000020|2nCiRj77m2miyj2QlOggPgOL5w5g73|22|32-957-234-8742|7603.40|FURNITURE|R54LN6i5jhxm1QSCzSyiO1CzN3imSi7A0iBh1m  O0MwiLAi0j|
21|Customer#000000021|2zMQMLBMP1|8|18-902-614-8344|1428.25|MACHINERY|7gPQ  Bxxhjl2Pj3zj5n0y553k1i 54wAAjLkjx15R1O5xgSxjzSQ3LxC5 xwRxS0S3iLnQ234xwQiwOzlk3j5Oy11Oh4NMO2iyjkQML7OAPzO |
22|Customer#000000022|6wn67O2wBh4Qi26MLRSMAOQ2 |3|13-806-545-9701|591.98|MACHINERY|ghw2w31LwxyR0i4AAxR3Rg7BzNi434jSPkRC2i|
23|Customer#000000023|ilCnQ01LCyjkxjQxOg7NO7x61izjh 6|3|13-312-472-8245|3332.02|HOUSEHOLD|QxB45zxk7h63Nm6PBQh11h6ykAP1xkA1xOOQiAAlSRgA0izPAMQOQ3LnSllxPzihw|
24|Customer#000000024|l3kkwww0Sz4SzPjmM7APyR|13|23-127-851-8031|9255.67|MACHINERY|g2Pxyi0AQR0m31AyyQ1gzBk0w C23QnQOhi32z|
25|Customer#000000025|3lxzO Aimymx3zL0R1NQ2yRnRl|12|22-603-468-3533|7133.70|FURNITURE|l2jLy4l77BAlmB3ml62ywL 5lC3w51hCwi 4Mmn6l0NxQAAwwg0BnB17464hOjR4Sl Qnw20y51i15hxmC2N hSj|
26|Customer#000000026|AymxMjBA7B|22|32-363-455-4837|5182.05|AUTOMOBILE|SOLBih0yk12wB6 6Mn1Ny2ixO RxxxRB47Nyk3L gNkAkggy3SyS5MRyj7iSBwClR3MRCPnAl07zC7N2Sk P5jQLk5mgNgA0PPmjQlzSO|
27|Customer#000000027| Ax04 Sw5jmLOjNkiiPCi2|3|13-137-193-2709|5679.84|BUILDING|6Njhgi OCSlniLzS1w7mA1N44LljihNlM42672iwB|
28|Customer#000000028|2x3in36khOBjPk0Pihlj4N66gizMj4w|8|18-774-241-1462|1007.18|FURNITURE|RM3iw6j2Sjx2jMNS4MOgig5R2LRNlQQiBmB7ANiAk4NBSmk0jSg0hhwOwn03PASS5 QP007CC1N10L1POix5LCzk0j2 l i Pn7i wLm|
29|Customer#000000029|O0lRg3AQwzL1h|0|10-773-203-7342|7618.27|FURNITURE|jiLx0COxPAkmyCjAPBAO6PhzBCkkPNSnQinjxLj 4hgwhmyC7A6N15175QCPnnmNlSOA4N7hRA3w6jC0BLBRAxlyPBBhS|
30|Customer#000000030|j1yA wxnyP0LOwym5wB|1|11-764-165-5076|9321.01|BUILDING|m6LMMyjn hAzOMQQMRNnh xL mB5lkOOyiBmhP0MwRw z0Qi0S611mPjPjO7A61hzRAPAn1QP2BCM3SkgyBQnNlz7mw x167xB30gC46|
31|Customer#000000031|jkOSzS1yj gy2BNQA6h41SyNk5k|23|33-197-837-7094|5236.89|HOUSEHOLD|Oxhh6wj4wOikygL7w1Nk3C lQxPyB1|
32|Customer#000000032|MLkM5QhBk1QB|15|25-430-914-2194|3471.53|BUILDING|kjRl7NMQjgxkO4zMS5Ri52l0Oh1yPj15M6x7SLzLAPlPSm|
33|Customer#000000033|2xLBwO5Q O13N7B63OC5Mhg7m4|17|27-375-391-1280|-78.56|AUTOMOBILE| M53CSRnxkl4Ow0yMxSQ70COx2igl65iOPgiOCPCn4y0 jCg0xnPMzLlMyCO|
34|Customer#000000034|LAOhQ1Sm3n4Qj|15|25-344-968-5422|8589.70|HOUSEHOLD|OM6k62iylz0NSO5CzkmMzymRNkSS5Qx3k6NAShlgMwMPhj2w|
35|Customer#000000035|AAyjxl5iwiml13Q3ORO 4|17|27-566-888-7431|1228.24|HOUSEHOLD|R0xlOn0Nx4R76xhyzN62LzCRMnCwk4Q027PSNhCLwNS20RO51nPyBh|
36|Customer#000000036|z523NRN3Cg h0zyyQgz yQSil 5lB76SPw|21|31-704-669-5769|4987.27|BUILDING|P0M1NA0ABiy CQxQznnwyn6NByRMOP410myzM0SPnSS1PliR3MSjiRmmR|
37|Customer#000000037|RminMM52SinCxBy0ljj45R|8|18-385-235-7162|-917.75|FURNITURE|37jk5AxRm2l2wQ4AknhRmhN 2 CPB2PimMRM2Blh7SkMQjCxz2yAQ0PQkMLPygy2 2winzCy517iLnCjlxkwQix1Ogh2nylyC7Ly1jO136z266|
38|Customer#000000038|P1CSnPlyy4Q2gRnw3x51Rnkz7nNS|12|22-306-880-7212|6345.11|HOUSEHOLD|QiC5wy7ONywyLB264CAQzwS6li QOORh2LMx0CPj3PxglkA2l0khwNlCMMAnk7A0zR6LzyMi4jLNxjMP C SP70R67R154CCiNiM1C|
39|Customer#000000039|yxhBjLhML0m7lQPn5iMM7OiAQkBw4|2|12-387-467-6509|6264.31|AUTOMOBILE|BgMAPLgC04LjMCQ5i BnL0PRMP1PyiAhOi257nL45ygNgSRgx4NOPhOQml 6mPCN0RQP7jhx7RgSg6xw4jx1y|
40|Customer#000000040|2nPjQiNyg052QSLh20x2OPOA1m2521mzBL0wh|3|13-652-915-8939|1335.30|BUILDING|NiP4g2mjm2wl20gSlMi7BNxj2hzwC3361lP4zO7k0S6j6CCR3lRnwi05g wkw0Bl2gl3wxSBLSQklnjC|
41|Customer#000000041|kRjwmkB525l7yAkCC63572Sny|10|20-917-711-4011|270.95|HOUSEHOLD|xMy2 A17CAQAjOigAmzASjN4QgNx5i1jww2kCznSNw1Sz AM6PQQnQSPgAwmhC3CCBCOinm5ki4kyNLl6 7k5gAxCm65NgOi5L7PRzhhAnj|
42|Customer#000000042|MNQx34mh32mA|5|15-416-330-4175|8727.01|BUILDING|R2B2mi67R30nn2SwzMMB02n4624AM3zALkhikxgLzkwOjxi66OMN0mOkg3nNmglAhmC6BOgB|
43|Customer#000000043|nBwkxLzA2nM63Bl045NCkC7L0jABQQkQnQL2QBQ|19|29-316-665-2897|9904.28|MACHINERY|15k7 QglSlP nR3RwCR0m5SSnwijy6Cjl NMj5LgwMB23k54Qx3|
44|Customer#000000044|LMAC3O0ni2An66POA63jywB xjNkl|16|26-190-260-5375|7315.94|AUTOMOBILE|MNhOyQC060MQC236y32Sg55BPkijAh6z gLwhkB4xLQ23CNRz31Mw1y6264O0j74L RhBmA7MCSCRj1N5 C4BRx6jS3CnnMhgABgQw iMn|
45|Customer#000000045|xiCBjiS457jw2xRzi |9|19-715-298-9917|9983.38|AUTOMOBILE|0wQ7hRP5zlxzl7CPwR6LlhRB45wRAyh2Ch|
46|Customer#000000046|lNBLPCj1i0Llh2i|6|16-357-681-2007|5744.59|AUTOMOBILE|3j0nBPLO 4mnxRmi6Lwww5mgB7yNL6Oj4SzB1liw7mQ7yzPm2SNQz4yxhmlPmmN42Nxlj N5C0wxkmhAhP7i0Pm5LC4NPCMx4i NP|
47|Customer#000000047|3BN1jQMgBLiyS|2|12-427-271-9466|274.58|BUILDING|n40PRyBRQRmwQRLmi0lgSA7RLkCjhQ1hnB0NwMn7jzz xlhyxn0170l|
48|Customer#000000048|mx1xnn5i324kOMw6|0|10-508-348-5882|3792.50|BUILDING|1 AiMCxyC0kLPgLCwAzOPP0L60OLR3S3zmL0QS5ihm1mAP032gzQ0inNOyhO5CyMhlQxL|
49|Customer#000000049|jQL7A1mMlNQ6z1wR65n4zmlOx501x|10|20-908-631-4424|4573.94|FURNITURE|7l4A4mxlQi24BB kB1S3OnAAn21yM6QOj17QOBMlgR1PRS5LmCx42klg0NMlRPxgi4A6M377w71h|
50|Customer#000000050|N1Qm3xBOP05kkg4M2jOMLxjOzx4nB|6|16-658-112-3221|4266.13|MACHINERY|NR0lN0i5Q gjSQC17R5CxkgihyRB1CLnBi401gwRM52CPCPyz|
51|Customer#000000051|Pk7wzBBkPO0x5k|12|22-344-885-4251|855.87|FURNITURE|gMzkxMm4mjg2A6xN0xkn SSRiwC nxwC3n3m5z4y0hzNg7O130M g5j5xgkS4313SwNgm72y1x0yRjCBL|
52|Customer#000000052|LQQRmOLN g3LnCzjmPzhB0Sw5|11|21-186-284-5998|5630.28|HOUSEHOLD|zLxjgk7MR LyPjnm1  mzzjCg0gOQyLLzAmAQB7NwO Q45k41COMwP1Pgz0myzm24ANS6CnkzAQMj|
53|Customer#000000053|MLO j1Ry20yQ1Ah46BNOmwSx|15|25-168-852-5363|4113.64|HOUSEHOLD|yQ4g1 CBO5 kR70kPAzNBmzwg14MgAkMAMzSQAykwiC5mM0wQx60P2mm6kjl4BzLg|
54|Customer#000000054|whS3S3g4lLOlllNBAkA6NLiR3nCO|4|14-776-370-4745|868.90|AUTOMOBILE|PnyA5QAnAP3C SMQxwCLANQkA5m00iwhyiPnSR7L15RMnxPO1gQg300h3zM2l yw2xQgmCQ22|
55|Customer#000000055|jPPlk25x6561560R0RLP|10|20-180-440-8525|4572.11|MACHINERY|iBhA2QPAh3BNnNxkjjj1RAjNzkmznwBygMx6wxB3L3mQ|
56|Customer#000000056|w4zjn  MmOS14li7NgzNPLm4Snn3RgSPny3357k|10|20-895-685-6920|6530.86|FURNITURE|k0R3iCR20QLQiA3Bh0SB zR1Chl53A2x0iy544jQh gBNSiNQQxh nl731 0Q2xl07C1N|
57|Customer#000000057|56R60zMSQBzCxRyihLzQ6RyhAgOnzO|21|31-835-306-1650|4151.93|AUTOMOBILE|iw3PjC4Rh 2i4Pnl17mLOj46z5033CPy616C6jR3NQ33|
58|Customer#000000058|1g7n1NRxRy3|13|23-244-493-2508|6478.46|HOUSEHOLD|mNmhgwN25ki4wQhg1M hxBmNz7nP5P5k37NkQi5OPR|
59|Customer#000000059|wP6CMyClly0lS4CAM1mzm|1|11-355-584-3112|3458.60|MACHINERY|l1g7xBCxxC7SM 5AkmnmAk00677O1MzA2R7A0Cx0Njixj56jL2iN PNkSNQiy55m6ki3OgnhM47mSR7B|
60|Customer#000000060|0lA7z3Q5kk22nkRy4|12|22-480-575-5866|2741.87|MACHINERY|4Ai3lwyiMzQ1A1OPyN7MB xL2yBCL1iA1RkhRxh mz4MC BL30lmLMjnizLC3h2LnwilPPxSyCLPjwAlPlBwxAQPlLB Nj4gNOjSwy3A|
61|Customer#000000061|3mk1PziSjnyyBk6wANk45PjLCjw34LLRPPLA|17|27-626-559-8599|1536.24|FURNITURE|nwR5yw 1i4P11O6w67xgxxjQP2P i7j57ynhyx7wyhy LkiQQSiBhxCj4MA0L7ihORw|
62|Customer#000000062|P7MglgmS3j k0|7|17-361-978-7059|595.61|MACHINERY|wiClwz0nx4BQORAPlnkQ2Alm NSzlmzjygAjiLg6|
63|Customer#000000063|zzkg3RSAj1A23Pg2y5z4ORS7wni3RwOiS5OSPwwm|21|31-952-552-9584|9331.13|AUTOMOBILE|0LAMixLSLk767g7xP3 AM73k16RQ566L1gl6lkPgR6 OO|
64|Customer#000000064|SSP05x05mhRznNlBw|3|13-558-731-7204|-646.64|BUILDING|ljwjMO64Q6Ni1RMhl1ORk5yO5P4LwQ1gmm12O3A0xw40P3NB44kPShzRmlNym04kmk4yQ7OxmQCLwg0h52Qkwwz114jCzwx|
65|Customer#000000065|nL4 64n3O4hyggOmMzSC3nyS4m|23|33-733-623-5267|8795.16|AUTOMOBILE|lgQLl2 hM2B5yOhmkk22QBwlj621P34CwkhwwBSlQ1ASlSw5O7llx2ixnjwkARLN7y3LgQ 16Mi0NxAiAAAzQz|
66|Customer#000000066|ylBiikOhyS4Q 1L62LPOOm10L1Sx l1N06|22|32-213-373-5094|242.77|HOUSEHOLD|kLNgCAm5Mng1xxwm5 7NOM2RglxL0MjLyj4ig5y1 jlilBLgNMzRQkkSPB2y4iS2jl1A35SQL7CkQy4l74jnkliBAjgy02SwNN76mCk025|
67|Customer#000000067|xP3Nkiy0RO26Rk5OOA1i30Mgg4SixO5 g5|9|19-403-114-4356|8166.59|MACHINERY|gN1CPzA0CAnhhx0yx4SwRkxQih1QjiLOPQy0Lk|
68|Customer#000000068|mOLgx2wC57jQ001lh1g3SxxQz0MM |12|22-918-832-2411|6853.37|HOUSEHOLD|LQ5lmk06xx1jMCBzSCSRCQzOx4 g0ghM5RzRNRNnBQ1k P6SB7QSNR33Pl2wQCx77SigOmzlP1P1PhLRmklzx5n0wj34Mkj4kkljgPQ13O5L|
69|Customer#000000069|yn6mNBNiLyyyh36R7B0|9|19-225-978-5670|1709.28|HOUSEHOLD|26AS2wBO3ORNCM5A5znLmh SC1Mh SCMSQ7ziMR MCjSLO73z47wCxg0An4xjg2yz3wARRCxS2By0Lk|
70|Customer#000000070|Sxnkzxxik74NgA6P|22|32-828-107-2832|4867.52|FURNITURE|NkmPySinwS6gh5k Q43l5x4z7yPQ4 hQ0zw506QgQQ21QB7LmOMCC71yPB36R5w|
71|Customer#000000071|N1xwjM24nxLS|7|17-710-812-5403|-611.19|HOUSEHOLD|gB3jinzB2g3j6ij3il145C LiPBCjNj2S5Rg4N lzwngz41x5nLN7NmyLQ1iNn5A6Nyki5 gLQjM0A|
72|Customer#000000072|zlh0SzgM0l1SzwQlk|2|12-759-144-9689|-362.86|FURNITURE| jii3Pjjj5RQ4xL7l5zj23nMSjBi0hRCN gAxBS3LP 6SjkMAL5COi7Rl6QMRCN4 L1izjn|
73|Customer#000000073|6LA gmg34ijz|0|10-473-439-3214|4288.50|BUILDING|jQCiLnLk73NOAjAi5O6PPj3yiznOzxBj2Pm7QMyOQ|
74|Customer#000000074|4zQQB5P1MLmRSwx2iLng4CBQjQQ57|4|14-199-862-7209|2764.43|MACHINERY|0kh02 1N2l M7kBzQ0O6O1ygO5jm5gLzyn5g|
75|Customer#000000075|3QxABAyAS14lA4A56yPS7 QOiziiSy1j7N51|18|28-247-803-9025|6684.10|AUTOMOBILE|zxRCQ3hgQllkz2kkMzQ2g6ml zwj3CxxQ yL zggSCRiMB0POjOL6|
76|Customer#000000076|w0hn6Q6SO725|0|10-349-718-3044|5745.33|FURNITURE|2C6BhBjLhAlzP5ikRlwn0zln73zSjBz4kwz 5ORNhBMx4x57liR4|
77|Customer#000000077| n2x zL7yLRk0MmChByL3R47Cm4wyOOgi3|17|27-269-357-4674|1738.87|BUILDING|7601lyxmxN46j35Cgh3lly4SjyB1Q|
78|Customer#000000078|CxiLgSk4n7 5nxCz|9|19-960-700-9191|7136.97|FURNITURE|nRA7ki0lhBCS1Mmm3SSRzAiLw7S6S2gywn|
79|Customer#000000079|SyC A3g0BOxn6Mm|15|25-147-850-4166|5121.28|MACHINERY|ngj0m0C4BR5zjPP4k37yzM0 27l4wP RzhhNPRRi7n05ixNRS17ylzkRP5 0m05zB2ii j3y7mmx xxw|
80|Customer#000000080|kmhA2zARBR4CNxl  z2iN3|0|10-267-172-7101|7383.53|FURNITURE|g700xy0A2lzQnl5m7gPQxiBw5Q1iQ1LSCN7xn2iwL3LMR3h|
81|Customer#000000081|jxzwxh0j0hwgm4OOii2LBBQRQBQk4yw5BPl|20|30-165-277-3269|2023.71|BUILDING|LPNO63B4Rh0MQh7xCynm5Owh6CPRkhgg71xCyO445ALj|
82|Customer#000000082|y21A32OQw3Qiw7A7yAmz|18|28-159-442-5305|9468.34|AUTOMOBILE|2ww1jPihO1gj23SQAwNRAO652m Czw25A4nz1 i4w gyjyPnARQ1k7x33mNwO0Bk5QghSLy C|
83|Customer#000000083|17PQ3kmOPRPPOM|22|32-817-154-4122|6463.51|BUILDING|mzRzR2wM2MNgx2lLNPxxCkNBMOA7S6R30065wggyNL Rj12klBwAQ Pln2 yNkBROgNg2|
84|Customer#000000084|iL5wz3iyS RywL1n3100jOyyAg12h7|11|21-546-818-3802|5174.71|FURNITURE|Mimk5A630Pm6x7M1lQi3QM0O6xhNhRiy3|
85|Customer#000000085|174PxOjhMQhBRARMghi LCmkNnnMQn5L2|5|15-745-585-8219|3386.64|FURNITURE|LPmRkRlwMC2z5kB5OiQh24wj2Ny014iy1nAlB5Q1Qhghk ln2SP6kn3j57xnxNP|
86|Customer#000000086|0wh12OlBihgk|0|10-677-951-2353|3306.32|HOUSEHOLD|yljQ4lkgmyO6PCSCjLN6hO2 Nw3O0A 6xA2576BwwMz3liCOChPl5g5j72zSPM70h1jRjSO61BjSkSx5 S400N36n1Q0wALwLnNPOk1Q75 6|
87|Customer#000000087|mA3nl42gPCwS1SSwg0 kyyg5hjwMChkRmMz7Bz0|23|33-869-884-7053|6327.54|FURNITURE|iLx1 L2jlBj022Mj PkMmlRAzg4yARi w2gi5kR26MCP5LgySQl|
88|Customer#000000088|ni5hniSkOO4Mk5hnBPM51kn|16|26-516-273-2566|8031.44|AUTOMOBILE|CP1mxgPjAAz Lnx4mzkBMSA20yh2Q1iNj1P 1iwkg1LlmjO6y2R1NQgAOQ5k3kLP1hiyhmLlkgLNMBB2xO5C1yC66Mh0AwiS7l|
89|Customer#000000089|xhg3n6y B7Pj7AiOkL31g glij2Qx|14|24-394-451-5404|1530.76|FURNITURE|4mnkMCjLkPP6AhR0B4QgxM5RMwMjP1PS2yLN51MMilyBPjP5g24w|
90|Customer#000000090|mhBC2wnw13S|16|26-603-491-1238|7354.23|BUILDING|yAP NBLzyP4PyQnj 1yz4S6nl5BOSP71A34inC3x4yl l42jS6nOLjML0mylRnPNyQjS4A|
91|Customer#000000091|BS0nRxQkR2l0w6mRP OA3jw0 APRShNOORj|8|18-239-400-3677|4643.14|AUTOMOBILE|M0 75M7MRAOjziNQ6MnBCjCl4nBzNwPmwOMA1CB1z0zzSRSSn5CijNLSAkl2Q4m2yRxi1 w 0SCPiz7knARQSQCinAlxg0|
92|Customer#000000092|70L5h1g2Rl0wN0x l1OzLSPgMkgkxi|2|12-446-416-8471|1182.91|MACHINERY|gO5S5A4ikR75Ll0nzRAgM3R5ACR0gn3wO47mPL6ghw|
93|Customer#000000093|Q20k2CC3g2lBwSOLLjn42lPOi6lkw6|7|17-359-388-5266|2182.52|MACHINERY|ilPinm353LhyBghB06L3z1jCz3hLxNCn42RizRmCyBw4Okl 5lx 2xm11NmnBCllAL50lnO|
94|Customer#000000094|4Ah40RzL yzQ0y4l0 10P703|9|19-953-499-8833|5500.11|HOUSEHOLD|hwLmhyN6kCNQlO56jyN3R2hNxLBn7Axw00yP1gQkgwmiNCC5kxOL6AOM46xB|
95|Customer#000000095|3PQywRP3O21klSPk4LmkP3kxiP 1xL3BQQlA1Aj|15|25-923-255-2929|5327.38|MACHINERY|ARR0N7nxi5OLgSNz6zwCmnLCyPBMN3kBQAwBSQ36gi3g|
96|Customer#000000096|Rl3MPQQihj72C3zByAgRj7z04Oglj5O0 xALkwh|8|18-422-845-1202|6323.92|AUTOMOBILE|nPgQ3iNN0BQkSBOAN1hMLMmOPyn1j7myO 1M7R61N0y7y35ClwSnPRz3O z5Lll4R11ghxyz i7n6zQlygCySPwMkzLx  5m142lgAMA0N4S566|
97|Customer#000000097|31i25PR4175A1L4wS6Ckg0A|17|27-588-919-5638|2164.48|AUTOMOBILE|wkxNnR10A1Q51zjnRk46jj2g7AOL4Mw47yNjkj|
98|Customer#000000098|nQyh0hyS7g 4OmjBOCQPRixR62|12|22-885-845-6889|-551.37|BUILDING|zjC3x6iORw1wnzA4A5A3B6MMhLmMlkO221NM7ngih4Akkl g715my4N3gy4BN6jz6kwzPQkP7MMLS7iP50lNOS1BxlwQ4zm2|
99|Customer#000000099|Llx17nO1Owhl5361QRNxNgP10N7xO17mnS 1hjxw|15|25-515-237-9232|4088.65|HOUSEHOLD|BlmBB3NSOwRxzjS5i1LLBPCg7MnLnPAm413Sx3m51S Lnw61lRzmNk1S5LjN07gNw6RNQx3k7kz6y3ygi hz0Pw|
100|Customer#000000100|mygwAmhn jh2zjCiQQ2nkO kMwOjA2LCQ|20|30-749-445-4907|9889.89|FURNITURE|m5j16Bl30l53OhmBLw5hCk3SOLxMRm5Q7xSyn 7j1jknlRg20SP7j2nN4k4i0QS146ikhlQSARzOil0zn0j55hhljn7BO73xO745kw6|
101|Customer#000000101|2xz14Llz2lg|2|12-514-298-3699|7470.96|MACHINERY|MAgQlOMSLl m2mz lC wLL6mCz74SRgB6OzNMinywR P7xiiBlQQAyi1xnSM|
102|Customer#000000102|2gLyOQwyAz1MCz4Q0glSw6l1B60l10hmljlmkkx|19|29-324-978-8538|8462.17|BUILDING|k4g3g76ghRj6ji zzn5R0l56M06 mlxiywgO3x40jgwNC11lPSQkNj7z6NP11kyRhC4Ahmj0k3LiiC|
103|Customer#000000103|i6AA1Oim75hg 5|9|19-216-107-2107|2757.45|BUILDING|kiB2y Rw1BMS57L6Mx  zzL0Ah2n434RPi76AlwM3CjkgQkgyM3l5AiCm3|
104|Customer#000000104|  47BgNy7h0AhAxj6m4Mg6ll5mgg4N7Aw|10|20-966-284-8065|-588.38|FURNITURE|OwP62mS40N 7Aj3iPB6 LmL1hkPQBMwP75A7QlxhNjL1 ynA3yRxjz0SRgigl0O0 Lmg2NRSLyPAzBM554jiROM0A|
105|Customer#000000105|26OLQxClNhzML2CAkB CA3RLhy|10|20-793-553-6417|9091.82|MACHINERY|3COP 4iglnz240P1ALhlOOi5wj12 CLN6 0 232zL2P jy0QmwMkjCw34  MO31O|
106|Customer#000000106| nRLlSkyl7 0Oxwly2O01SNjPwh|1|11-751-989-4627|3288.42|MACHINERY|4Myh zigRjL2y5BwBSBB5Nm0SB ASR7Q g50mOCLi Pkhwjnhz7Omgiz5OzN|
107|Customer#000000107|OLCQ7RCkizjzn6hmP30LhAmnAQxR0M 6|15|25-336-529-9919|2514.15|AUTOMOBILE|RljOL112Qw5OLkO4160CSSmhnwROBPz6ACkBLgLiAON66l0B07SihlAPn42yLgmzN5iQ0NM2j1MhzC01hMxwnA 7MSO|
108|Customer#000000108|njMO y2Og7 S6 Mk|5|15-908-619-7526|2259.38|BUILDING|NBN7jhNLgPhLROl4ywQN7R0n7CP  NM71gMCBiSAR23njLn3Ry1SO42ll34mLxwljjMQ0y1 6Rw|
109|Customer#000000109|n4hyMMB7AR7SiL54lAx5C5|16|26-992-422-8153|-716.10|BUILDING|yR64gxL5PjAhl1yO2jC k zNLimyO 16O6LQM3ARx27kzPyNlzSSQh5011wBQyhLS6AklPRP|
110|Customer#000000110|lPy12nxA My3NM|10|20-893-536-2069|7462.99|AUTOMOBILE|2lnPmCgwOhh3ly26kQmNOhOggh0kSMn5lP51xjiSi4LgRLOkSww40N53NNL5nNnQMOlnB454NL7R6|
111|Customer#000000111|hOxli 4QkP|22|32-582-283-7528|6505.26|MACHINERY|wghO1mQgBn5n0P66Nw2LwhA454jwBnhm05RACQmk kziBMBS|
112|Customer#000000112|SRNihg3M24SL0k3j7lkPwz|19|29-233-262-8382|2953.35|FURNITURE|j5y4lhlMOhA6AwymNxCh521igAlS146x 0CR 4zCAgNnwwg1lk2 m3y26B7 03 5|
113|Customer#000000113|Siljk7ixQ5n5h 27lkNRw|12|22-302-930-4756|2912.00|BUILDING|0Lx2OzAL5i2hwL7yA12jCClj6xRxS5iiSw7Oyz l2yh04w5POg AO0L AiMMMwjmlm6nm4A1BhijOPBglBPk|
114|Customer#000000114|M2ngi01kjR6lMA1LigQi|14|24-805-212-7646|1027.46|FURNITURE|A13knwgSOySk3xCA2OLgxhl1wgkSiRhnP2y3xmm7 zPnk xAyL|
